"id","nama","email","pekerjaan","wilayah","umur","pendapatan","status_pernikahan","tanggal_survey"
2081,Uwais Vero,ilsa_ramadhani2@yahoo.com,Internal Markets Specialist,Marisa,28,12538018.00,true,2025-12-25
2082,Melinda Melinda Kusmawati,tugiman31@yahoo.co.id,Direct Brand Coordinator,Banyumas,64,12160415.00,false,2026-02-27
2083,Asirwada Asirwada Arifin,ditya61@gmail.com,Global Factors Analyst,Temanggung,39,21887639.00,true,2025-06-10
2084,Kambali Kambali Satria,latif54@gmail.co.id,Corporate Identity Producer,Malang,42,3636589.00,true,2025-04-23
2085,Paramita Paramita Saputri,ulva.widiastuti67@yahoo.com,Customer Optimization Officer,Cikarang,30,13557712.00,true,2025-03-29
2086,Bella Bella Rahayu,kamidin96@yahoo.com,Future Intranet Assistant,Bau-Bau,43,22559493.00,false,2026-02-10
2087,Nashiruddin Nasim,prita_aryani19@gmail.co.id,Internal Interactions Liaison,Purbalingga,60,24239637.00,false,2025-08-16
2088,Oktaviani Tari,tri_ardianto@gmail.co.id,National Operations Technician,Wonogiri,36,16073745.00,true,2025-10-24
2089,Bagya Bagya Waskita,oliva.prabowo@gmail.co.id,Forward Data Officer,Semarang,61,21309421.00,false,2025-11-12
2090,Uli Uli Damayanti,sabrina35@gmail.co.id,Regional Paradigm Executive,Watan Soppeng,31,24834162.00,false,2025-05-31
2091,Hardiansyah Dalimin,eka.purnawarman@yahoo.com,Customer Quality Coordinator,Majalengka,63,8680013.00,false,2025-07-20
2092,Winda Aurelia,rafid_melani69@gmail.com,District Operations Executive,Melonguane,65,11379153.00,true,2025-05-11
2093,Faresta Kariman,kala_putri@yahoo.com,Global Communications Associate,Larantuka,50,4444744.00,false,2025-11-17
2094,Ilsa Ilsa Namaga,gawati_aurelia55@yahoo.com,Human Factors Officer,Pangkajene,35,20418090.00,false,2025-05-13
2095,Abiputra Marwata,elon.handoko58@gmail.com,Regional Creative Specialist,Lewoleba,43,18569604.00,true,2025-08-12
2096,Mustika Ajeng,umay_saputra21@gmail.com,Global Interactions Designer,Cikarang,50,17576890.00,false,2025-07-19
2097,Tugiman Irawan,ade.ramadhani@yahoo.com,Future Research Facilitator,Bantul,30,5877337.00,true,2025-08-12
2098,Aswandi Radit,queen_waskita@gmail.com,National Assurance Specialist,Negara,40,5688030.00,false,2025-09-24
2099,Namaga Shakila,nadia92@yahoo.com,Product Operations Administrator,Sidayu,63,20687138.00,false,2025-07-06
2100,Anggraini Irma,kania_azizah20@gmail.com,Investor Research Designer,Bau-Bau,63,9251008.00,true,2025-09-04
2101,Sakti Sakti Gunarto,belinda_lestari@gmail.com,Regional Marketing Specialist,Bolaang Uki,32,20646196.00,false,2026-01-16
2102,Elvina Elvina Nurdiyanti,bajragin_samosir9@yahoo.com,Future Security Administrator,Watampone,30,16864398.00,true,2026-01-01
2103,Mariadi Mariadi Suwarno,jati.siregar@gmail.com,Internal Research Director,Bulukumba,44,22576676.00,true,2026-02-12
2104,Pranata Pranata Satria,ghaliyati_azizah1@yahoo.co.id,District Mobility Officer,Pati,27,23230937.00,false,2025-09-18
2105,Bagya Supriyanto,tri.rahimah@yahoo.com,Future Research Strategist,Purwodadi,56,18258077.00,true,2025-06-12
2106,Najib Jailani,hana.agustian35@gmail.co.id,Global Brand Associate,Tasikmalaya,36,18536949.00,true,2025-07-18
2107,Yanuar Nasim,viktor.yolanda98@yahoo.com,Investor Functionality Liaison,"Negara,Bali",52,23822458.00,false,2025-09-02
2108,Garan Manullang,gadang72@gmail.co.id,Customer Data Consultant,Sumenep,63,6575128.00,false,2026-02-18
2109,Luluh Luluh Budiman,warta.aswandi2@yahoo.com,District Communications Assistant,Makassar,29,10543834.00,true,2025-04-18
2110,Ardianto Marsudi,raditya_tampubolon@gmail.co.id,Customer Accounts Assistant,Tondano,35,6561392.00,true,2025-12-01
2111,Haikal Laksana,danuja50@gmail.co.id,Future Configuration Agent,Pekalongan,61,14891836.00,true,2025-08-09
2112,Parman Parman Handoko,gaduh46@yahoo.co.id,National Directives Coordinator,Jakarta,19,13621348.00,false,2025-09-06
2113,Fujiati Wulandari,eka.natsir55@gmail.co.id,Investor Markets Executive,Manado,40,17020216.00,true,2026-01-13
2114,Gadang Wardana,ega_winarsih@gmail.co.id,Future Accountability Associate,Ruteng,30,22957455.00,false,2025-08-17
2115,Jais Latupono,kani_wulandari68@yahoo.co.id,Customer Functionality Agent,Polewali,57,20790119.00,true,2025-08-24
2116,Septi Septi Permata,atma99@gmail.co.id,District Accounts Coordinator,Wonosobo,29,7487028.00,false,2025-12-26
2117,Nurlaela Rahmi,oni26@yahoo.co.id,Direct Markets Coordinator,Pandeglang,25,14691715.00,false,2025-10-30
2118,Cengkir Cengkir Santoso,respati73@yahoo.com,National Intranet Associate,Baa,53,18451486.00,true,2026-03-11
2119,Aswandi Darman,puji64@gmail.co.id,Internal Response Strategist,Madiun,30,19640806.00,true,2025-09-24
2120,Elvina Patricia,pandu_sihombing@gmail.com,Customer Tactics Agent,Soreang,42,4444875.00,false,2026-02-09
2121,Ade Marbun,kezia.permadi@gmail.com,Human Identity Coordinator,Sinjai,48,8430602.00,true,2026-01-06
2122,Darimin Darimin Rayhan,victoria.laksmiwati@yahoo.com,Dynamic Functionality Manager,Kraksaan,63,21575214.00,true,2026-03-06
2123,Vania Vania Permata,ophelia_yolanda@yahoo.co.id,Direct Identity Engineer,Sumber,54,4375536.00,true,2025-12-06
2124,Anastasia Maheswari,slamet_situmorang95@gmail.com,Principal Applications Architect,Banyumas,43,11056547.00,true,2025-07-05
2125,Jelita Pratiwi,padma_mulyani@yahoo.com,District Response Associate,Bangli,63,13187693.00,true,2026-03-18
2126,Nasyiah Najwa,natalia64@yahoo.co.id,Product Interactions Assistant,Enrekang,21,20678063.00,false,2025-06-17
2127,Mandala Pranata,baktiadi27@gmail.com,Legacy Brand Specialist,Tambolaka,37,8563161.00,false,2025-10-03
2128,Saragih Raditya,tina88@yahoo.com,Forward Integration Producer,Semarang,58,24961325.00,false,2025-09-10
2129,Febrina Febrina Purnawati,jais36@gmail.com,Direct Configuration Technician,Madiun,41,10821434.00,true,2026-01-29
2130,Airlangga Limar,mahmud35@gmail.co.id,Forward Interactions Representative,Donggala,59,22035512.00,true,2026-03-12
2131,Novi Novi Maryati,yessi12@yahoo.com,Product Marketing Agent,Larantuka,34,21238940.00,true,2025-08-04
2132,Elma Elma Safitri,ditya76@yahoo.co.id,Forward Usability Associate,Serang,37,4832917.00,true,2025-08-06
2133,Padma Padma Puspasari,amelia.andriani37@yahoo.com,District Brand Liaison,Bantul,28,4629558.00,true,2026-02-07
2134,Marsito Santoso,anom_yuniar@gmail.com,Global Directives Facilitator,Banyuwangi,22,13410479.00,false,2025-09-07
2135,Ibun Ibun Hutapea,juli.anjani66@yahoo.co.id,Internal Web Facilitator,Soe,27,20061727.00,false,2025-04-11
2136,Adika Adika Simanjuntak,akarsana_ardiyanti@yahoo.com,Human Solutions Representative,Tomohon,49,10941874.00,true,2025-05-23
2137,Laksmiwati Malika,michelle_halim@yahoo.co.id,National Interactions Analyst,Selong,55,8203722.00,false,2025-10-19
2138,Maharani Samiah,naura_halimah5@gmail.co.id,Forward Research Officer,Sukabumi,22,18823893.00,true,2025-07-11
2139,Galiono Galiono Mandala,dwi42@yahoo.com,Forward Solutions Designer,Pamekasan,61,7564245.00,false,2025-05-18
2140,Manah Rahardian,fara_suryono@yahoo.com,Senior Accounts Producer,Ampana,48,19604599.00,true,2025-05-05
2141,Atmaja Atmaja Sitorus,salwa.nanda@yahoo.com,Direct Tactics Producer,Tahuna,30,23764719.00,true,2025-06-30
2142,Riyanti Nimas,tri.fathina@gmail.com,Product Directives Representative,Soreang,25,5100776.00,true,2025-11-12
2143,Balamantri Suwarno,bagiya_nathania79@gmail.com,Principal Marketing Officer,Blitar,59,7785925.00,false,2025-10-29
2144,Reksa Reksa Simbolon,ellis.maharani@gmail.co.id,International Marketing Associate,Atambua,23,13559837.00,true,2025-12-28
2145,Hariyah Sasha,gamani_rahimah1@gmail.co.id,Human Research Specialist,Cianjur,33,22998267.00,false,2025-08-25
2146,Harsana Harsana Budiyanto,prita_salahudin@yahoo.com,Forward Intranet Developer,"Negara,Bali",44,10055414.00,false,2025-11-28
2147,Zalindra Puspita,ajiman90@yahoo.co.id,Direct Web Producer,Denpasar,44,17369479.00,true,2026-02-26
2148,Januar Kasiran,laras83@yahoo.co.id,Legacy Research Manager,Sumber,61,19157697.00,false,2026-03-19
2149,Zalindra Fujiati,lala.simanjuntak@yahoo.co.id,Customer Response Coordinator,Wlingi,25,6106239.00,false,2025-07-27
2150,Wisnu Gunarto,irawati27@gmail.co.id,Lead Functionality Strategist,Bekasi,41,24350839.00,true,2026-03-18
2151,Himawan Jati,unjani.mandasari59@yahoo.co.id,Direct Program Producer,Waibakul,49,23970626.00,true,2025-12-28
2152,Astuti Tiara,prasetyo.utami11@yahoo.com,Future Marketing Agent,Magelang,59,5218811.00,false,2025-04-08
2153,Hendri Hendri Haikal,diah_mulyani@gmail.com,Customer Assurance Executive,Madiun,59,13573760.00,true,2025-09-30
2154,Ajimin Syahreza,hendra.anggriawan77@gmail.com,Global Functionality Specialist,Madiun,45,9509098.00,false,2025-10-05
2155,Pranata Pranata Prabowo,karimah.wahyuni@gmail.com,Central Metrics Director,Wonosobo,35,6508969.00,true,2025-06-19
2156,Radit Radit Rajata,gangsar_antoni@gmail.co.id,Internal Creative Supervisor,Cikampek,31,18987041.00,false,2025-06-13
2157,Hendra Hendra Mangunsong,laila_kurniawan58@gmail.co.id,Principal Infrastructure Developer,Pekalongan,18,6538396.00,false,2026-02-21
2158,Pia Suryatmi,karma_hariyah@gmail.com,Principal Mobility Consultant,Bangil,32,6161838.00,true,2025-04-16
2159,Banawi Prasetya,opung36@yahoo.co.id,Customer Security Manager,Mataram,57,21265725.00,false,2025-07-08
2160,Dagel Dagel Hutagalung,rusman_yuliarti@yahoo.co.id,Global Security Facilitator,Bungku,23,19647799.00,true,2026-02-16
2161,Tsabita Andini,saka48@yahoo.co.id,Central Communications Associate,Klaten,43,23447696.00,true,2025-05-28
2162,Saraswati Septi,candrakanta54@gmail.com,Future Directives Coordinator,Ondong Siau,29,23739230.00,false,2025-12-28
2163,Anastasia Afifah,salwa.nababan71@gmail.com,Customer Program Orchestrator,Benteng,21,18372800.00,true,2026-02-02
2164,Ifa Nathania,bahuwarna.melinda@gmail.com,International Communications Supervisor,Pamekasan,18,13178190.00,true,2026-03-03
2165,Sartika Sartika Wijayanti,garda65@yahoo.co.id,Human Interactions Manager,Bitung,30,21487324.00,true,2025-05-09
2166,Salahudin Tri,yani63@gmail.com,Legacy Operations Assistant,Jeneponto,40,22524600.00,false,2025-04-07
2167,Zulfa Ananda,sari_jailani83@yahoo.com,Human Operations Specialist,Caruban,59,18886591.00,true,2025-06-07
2168,Darmanto Darmanto Megantara,jamal_farida76@gmail.co.id,National Security Representative,Klungkung,58,15096678.00,false,2025-07-15
2169,Sihotang Mursita,uchita13@gmail.co.id,District Paradigm Architect,Majene,21,23128073.00,false,2026-02-07
2170,Xanana Xanana Ardianto,wahyu_mulyani@gmail.co.id,Senior Metrics Assistant,Rumbia,38,17898854.00,false,2025-11-07
2171,Puput Jelita,ana_habibi@gmail.co.id,Human Creative Agent,Kefamenanu,26,11440779.00,true,2025-07-23
2172,Santoso Luwes,zamira59@yahoo.co.id,Direct Brand Developer,Pasangkayu,41,21262664.00,true,2026-01-08
2173,Hidayanto Caket,rita37@gmail.co.id,Corporate Security Orchestrator,Sengkang,57,23123742.00,false,2025-04-07
2174,Garan Kuswoyo,samiah75@gmail.co.id,Internal Response Assistant,Magelang,22,3214791.00,true,2026-03-08
2175,Tari Afifah,jinawi88@gmail.co.id,Customer Applications Executive,Andolo,49,17395335.00,true,2025-07-13
2176,Nainggolan Daryani,alika.aryanti32@gmail.co.id,Dynamic Research Assistant,Purbalingga,53,18374398.00,true,2025-12-04
2177,Wani Wani Pratiwi,jagapati60@yahoo.co.id,Senior Accounts Orchestrator,Salatiga,54,19024216.00,false,2026-02-24
2178,Dagel Dagel Waskita,amalia_purwanti13@gmail.co.id,Senior Creative Architect,Blora,48,19815475.00,false,2025-09-29
2242,Gadang Gadang Uwais,laras59@gmail.co.id,Internal Mobility Coordinator,Kuningan,34,15164231.00,true,2026-03-17
2179,Artanto Airlangga,cakrabuana91@yahoo.co.id,Internal Optimization Facilitator,Semarang,57,14614783.00,true,2025-07-18
2180,Among Among Mustofa,yuni_nugroho@gmail.com,Human Group Orchestrator,Wates,62,15013110.00,false,2025-05-27
2181,Taswir Abimanyu,puspita.anjani@gmail.com,Dynamic Web Coordinator,Pandeglang,55,16360525.00,false,2025-06-27
2182,Lantar Fabian,ihsan.nanda58@yahoo.com,International Operations Architect,Kudus,38,14409224.00,false,2025-07-04
2183,Yuliarti Winda,kanda_rahayu57@gmail.com,Investor Data Developer,Bantul,59,16925633.00,true,2025-10-29
2184,Nilam Nilam Mardhiyah,kania_kusuma15@yahoo.co.id,Dynamic Infrastructure Strategist,Taliwang,33,14953829.00,false,2025-12-10
2185,Jatmiko Tampubolon,emas56@yahoo.co.id,Forward Usability Engineer,Majalengka,52,24533828.00,true,2026-01-14
2186,Nimas Fathina,carub89@gmail.co.id,District Integration Associate,Batu,21,14365646.00,true,2025-06-24
2187,Riyanti Eka,eka_latupono90@gmail.co.id,Customer Functionality Analyst,Lamongan,29,13689826.00,false,2025-06-23
2188,Usyi Usyi Prastuti,vero6@yahoo.com,Dynamic Optimization Director,Banyumas,18,8345283.00,false,2026-02-23
2189,Adriansyah Wardi,bahuwirya_mustika99@gmail.co.id,Customer Paradigm Assistant,Ondong Siau,55,22602547.00,false,2025-08-19
2190,Baktiono Haryanto,titin.megantara59@gmail.com,Lead Intranet Strategist,Malang,52,3543841.00,false,2025-04-11
2191,Indah Anggraini,zalindra15@yahoo.com,International Directives Administrator,Ambarawa,51,18134669.00,false,2025-05-25
2192,Umay Rahardian,nur.azzahra@yahoo.co.id,Future Solutions Planner,Situbondo,40,21297059.00,true,2025-05-31
2193,Balapati Balapati Ardana,zamira.nashiruddin57@yahoo.co.id,Human Security Analyst,Kefamenanu,53,17065639.00,false,2025-11-24
2194,Kunthara Kunthara Wibowo,dalimin63@yahoo.co.id,Product Configuration Supervisor,Cilacap,28,13533999.00,false,2025-05-08
2195,Yuliarti Salwa,widya_tamba@gmail.co.id,Lead Program Associate,Probolinggo,18,4556158.00,true,2025-06-29
2196,Talia Yuniar,bala97@gmail.co.id,Principal Directives Planner,Pandeglang,51,21602943.00,true,2026-01-19
2197,Damar Santoso,gasti62@yahoo.co.id,Legacy Metrics Developer,Rumbia,46,6723212.00,false,2025-10-28
2198,Septi Haryanti,uda.supriyanto97@gmail.com,Legacy Data Agent,Unaaha,61,18295068.00,true,2025-04-16
2199,Edi Hakim,rudi.pratama@yahoo.com,Dynamic Metrics Agent,Madiun,48,24912590.00,false,2025-08-18
2200,Vivi Padmasari,cahyo_hastuti@gmail.com,Customer Markets Developer,Polewali,35,22422633.00,false,2025-09-21
2201,Gunawan Jatmiko,aulia96@yahoo.co.id,National Brand Facilitator,Luwuk,53,22882484.00,false,2025-04-22
2202,Saragih Galuh,cahyadi1@gmail.com,Senior Tactics Producer,Sukoharjo,54,8982794.00,true,2025-12-18
2203,Usamah Rachel,prayitna65@gmail.co.id,Central Creative Officer,Tuban,21,4341523.00,true,2025-09-04
2204,Oktovian Rafid,jais_salsabilla@gmail.co.id,National Mobility Strategist,Lewoleba,48,21997319.00,true,2025-08-04
2205,Paramita Paramita Yolanda,gandewa_wastuti62@gmail.com,Lead Integration Liaison,Ngawi,53,19869261.00,true,2025-11-07
2206,Asmianto Asmianto Pradana,raina.pertiwi68@gmail.co.id,Corporate Quality Architect,Sumber,40,6398410.00,true,2026-01-06
2207,Almira Almira Nasyiah,diah_utama@yahoo.com,Internal Data Producer,Tuban,42,11294261.00,false,2025-09-06
2208,Wardi Hutagalung,maras_natsir94@gmail.com,Forward Solutions Supervisor,Bogor,47,18429042.00,true,2025-11-06
2209,Cahya Cahya Waluyo,gandewa56@gmail.com,Legacy Creative Associate,Donggala,23,24071988.00,false,2025-04-17
2210,Indah Wijayanti,narji.faresta@gmail.co.id,Chief Usability Supervisor,Madiun,63,5882422.00,false,2026-02-25
2211,Hariyah Qori,ulva.kuswandari68@gmail.com,Customer Intranet Manager,Mbay,32,5940379.00,false,2025-07-02
2212,Nasyidah Hesti,irawati20@gmail.com,Principal Marketing Director,Kebumen,38,5924228.00,true,2025-04-21
2213,Darsirah Adriansyah,ajiono.damayanti@gmail.co.id,Global Infrastructure Technician,Pekalongan,50,5916323.00,true,2025-08-11
2214,Naradi Salahudin,noviana11@yahoo.com,Corporate Directives Officer,Barru,65,15070732.00,true,2025-12-04
2215,Akarsana Akarsana Mustofa,patricia32@gmail.co.id,Internal Branding Producer,Sukoharjo,31,12890923.00,true,2026-01-03
2216,Kartika Oktaviani,ria30@yahoo.com,Investor Branding Consultant,Pamekasan,50,3524287.00,true,2026-02-05
2217,Wahyu Narpati,jarwadi_rachmawati@gmail.co.id,Future Accountability Planner,Sidayu,18,15577396.00,false,2025-10-14
2218,Ade Leilani,tri_widiastuti30@yahoo.co.id,National Brand Technician,Masamba,48,10227856.00,true,2025-10-25
2219,Laksita Laksita Hariyah,gada13@yahoo.com,Central Functionality Associate,Pare,27,24196184.00,true,2025-09-11
2220,Laras Laras Aryanti,zulaikha_mansur@yahoo.co.id,Senior Intranet Agent,Sunggu Minasa,28,13142015.00,false,2025-11-12
2221,Damayanti Ina,martana.agustian@gmail.co.id,Customer Functionality Planner,Sukabumi,59,12278942.00,true,2026-03-19
2222,Julia Laksita,mitra.saputra80@gmail.com,Investor Configuration Technician,Kendari,33,11626277.00,false,2025-10-20
2223,Eluh Eluh Rahardian,ifa16@yahoo.co.id,Regional Directives Analyst,Pelabuhan Ratu,30,7086394.00,true,2025-05-05
2224,Natsir Tugiman,raina_putra@gmail.com,Corporate Integration Associate,Subang,25,8084610.00,true,2026-02-04
2225,Luthfi Samosir,tira_perdana84@gmail.co.id,Lead Configuration Coordinator,Garut,62,10022402.00,false,2026-03-14
2226,Sintia Sudiati,eko_agustian16@gmail.com,Product Applications Producer,Bau-Bau,32,20129368.00,true,2025-04-04
2227,Suryatmi Rahmi,ulya.mangunsong30@yahoo.co.id,Legacy Integration Liaison,Ciamis,61,3335502.00,true,2025-04-11
2228,Novi Febrianti,aisyah_riyanti72@gmail.com,National Accounts Specialist,Jeneponto,21,18153612.00,false,2025-08-16
2229,Carla Permata,sintia.mahendra@yahoo.co.id,Global Web Officer,Temanggung,65,12360292.00,true,2025-09-04
2230,Bagya Bagya Tarihoran,melani53@yahoo.co.id,Chief Program Supervisor,Tigaraksa,53,3885358.00,false,2025-08-29
2231,Anandya Kani,titin_budiman@gmail.co.id,Senior Accountability Consultant,Parigi,54,6340369.00,false,2026-03-17
2232,Saragih Yahya,halim.mansur13@yahoo.co.id,Regional Web Architect,Pare,37,11518504.00,false,2025-05-29
2233,Noviana Yulianti,wawan17@gmail.com,Product Communications Producer,Mojokerto,45,12819541.00,true,2025-07-25
2234,Nasyidah Intan,icha.wahyuni11@gmail.co.id,Customer Implementation Designer,Boroko,50,7680818.00,false,2025-12-21
2235,Agus Agus Waluyo,usyi.aswandi31@gmail.co.id,Product Tactics Executive,Surakarta,34,11317487.00,false,2025-04-25
2236,Hakim Gading,soleh_kuswoyo65@yahoo.com,Investor Intranet Administrator,Brebes,44,21617181.00,false,2025-10-02
2237,Ghaliyati Ghaliyati Aryanti,kayun.halimah@yahoo.com,Future Mobility Manager,Kotamobagu,23,19940680.00,false,2025-06-20
2238,Cahyono Cahyono Firgantoro,laksita_kusmawati42@yahoo.co.id,Direct Brand Analyst,Kefamenanu,32,20473775.00,false,2025-06-07
2239,Mulyani Ika,hasna72@gmail.co.id,Lead Response Manager,Gianyar,47,15827631.00,false,2025-06-18
2240,Kasim Kasim Kusumo,adikara_salsabilla@gmail.co.id,Legacy Quality Strategist,Tuban,37,23944690.00,false,2026-03-03
2241,Najib Najib Prasetya,puji.lesmana49@yahoo.co.id,District Applications Assistant,Tigaraksa,25,8600974.00,false,2025-11-19
2243,Retno Saraswati,rudi_kuswandari@gmail.co.id,Future Functionality Orchestrator,Sidoarjo,33,12248902.00,false,2025-10-07
2244,Nadine Nadine Winarsih,kiandra4@gmail.com,Senior Infrastructure Administrator,Pacitan,53,9321323.00,true,2025-09-05
2245,Sudiati Sakura,okto96@gmail.co.id,Customer Branding Architect,Bima,39,7447713.00,false,2025-11-17
2246,Kemal Aswandi,utama59@yahoo.co.id,International Group Manager,Bajawa,52,18669922.00,false,2025-10-14
2247,Mulyani Gasti,prabu_uyainah@gmail.co.id,National Applications Strategist,Watan Soppeng,49,24086726.00,true,2025-05-30
2248,Vicky Febrianti,farhunnisa.purwanti@yahoo.com,Forward Division Consultant,Banjar (Jawa Barat),22,14159545.00,true,2025-07-02
2249,Nasyidah Ade,dinda65@yahoo.co.id,Investor Accounts Liaison,Lewoleba,35,20867554.00,false,2025-12-15
2250,Maulana Arsipatra,gandi.astuti@gmail.co.id,Direct Solutions Designer,Manado,26,21840495.00,true,2025-06-02
2251,Dwi Dwi Hermawan,hani53@yahoo.co.id,Chief Tactics Supervisor,Majalengka,18,22213546.00,false,2026-02-27
